2210.755605, 8670.047045, 3160.383502, 1008.763365, 12787583.063710, 4299881775.603924, 493
9361.383416, 2853.588977, 3395.091965, 953.227580, 11418342.428047, 3628092974.225922, 392
5259.736082, 6483.991037, 2162.722660, 638.907909, 5129634.151993, 1092454609.444515, 384
7857.766495, 4482.359265, 9890.909208, 64.879073, 52895.549795, 1143938.078203, 98
1641.266145, 7656.500707, 4898.529747, 1780.690379, 39846179.612834, 23651236219.868137, 1026
4685.015868, 3969.736224, 6671.233195, 2267.147778, 64590630.353206, 48812168036.732872, 1974
60.269317, 3206.287212, 2025.802406, 728.488840, 6668922.497409, 1619411871.815480, 273
627.624849, 2426.714710, 614.003000, 232.484474, 679200.152356, 52634496.791984, 131
6713.886991, 7567.385815, 2099.587187, 700.139037, 6159967.902459, 1437611330.773829, 417
7545.141820, 4654.464031, 6662.319250, 1465.155409, 26975981.133330, 13174668219.045258, 976
5051.389314, 9547.426497, 2987.131188, 2052.017766, 52914183.244115, 36193614694.644844, 953
9825.783153, 516.808945, 5462.679592, 1176.117816, 17382471.311687, 6814611396.356776, 275
3661.755844, 5319.439330, 7157.987145, 2412.884356, 73161546.910535, 58843450677.681267, 2079
9619.576717, 6681.869264, 6745.741716, 843.115831, 8932732.973293, 2510442860.457753, 316
2483.667679, 3914.865883, 4649.450347, 852.328933, 9129023.529926, 2593643628.494423, 507
4595.467532, 8708.999117, 8228.000595, 2234.329794, 62734207.723919, 46722969815.042915, 1208
4903.205262, 43.094549, 7230.213852, 592.738040, 4415048.344079, 872322367.215583, 201
308.692169, 8643.422460, 488.191824, 2398.534114, 72293901.565201, 57799796373.044235, 606
4673.828355, 3079.233599, 15.696007, 2339.667380, 68788858.748755, 53647682977.497818, 1022
4105.227008, 6521.762571, 4146.329666, 354.121331, 1575846.968086, 186013675.407837, 252
4215.738997, 6591.310739, 3689.258843, 1631.618974, 33453946.510161, 18194697961.053852, 1160
9007.369742, 9487.513936, 5802.460697, 900.379286, 10187341.260075, 3057490351.116120, 267
3368.986503, 9716.541710, 5324.274210, 90.816653, 103643.209180, 3137509.800793, 100
8426.694024, 2866.160749, 2788.582421, 396.319878, 1973792.866209, 260751115.936583, 267
1235.495691, 8311.782992, 4296.584787, 1152.097433, 16679701.792451, 6405547205.272200, 526
7573.659053, 3935.815932, 5390.009347, 1432.805171, 25797887.504688, 12321115541.614960, 939
5111.723764, 7485.457162, 3916.285942, 193.420291, 470125.630940, 30310612.134059, 183
1634.542393, 815.377550, 3136.679332, 1617.243339, 32867040.965675, 17718001023.795929, 714
1609.607611, 2403.356925, 4799.251528, 507.561147, 3237327.254685, 547713844.389688, 308
6475.263620, 6082.113676, 2570.599359, 1162.843828, 16992318.817405, 6586471017.333422, 741
7385.029635, 112.934031, 7024.499955, 431.189193, 2336391.395185, 335808906.388954, 170
5743.562602, 1123.224801, 9445.744104, 2450.781236, 75477752.072024, 61659819510.345207, 970
2406.914025, 981.496582, 1189.771944, 1542.116935, 29884395.621819, 15361744196.937916, 583
912.205341, 97.964851, 5080.526338, 55.710394, 39001.591055, 724264.668418, 69
7712.713547, 5803.836598, 7528.605603, 2257.100423, 64019404.245213, 48166074801.662964, 1689
3683.472380, 2732.802019, 498.243750, 2484.020251, 77538987.974698, 64202805466.845634, 1295
2306.491343, 4558.425191, 3504.795856, 1609.015951, 32533483.157635, 17448964446.379459, 1091
6653.825837, 4069.802084, 3957.153315, 1445.982287, 26274581.675540, 12664193237.807583, 1000
7086.699691, 2740.711571, 3975.436096, 942.111130, 11153576.051518, 3502636045.033379, 569
1959.753174, 3588.232078, 8419.987325, 300.327901, 1133447.024004, 113468588.652718, 208
9672.468075, 8315.541535, 8663.821334, 1447.777505, 26339863.064500, 12711420408.506456, 428
926.561484, 4195.737175, 4353.670991, 1374.980279, 23757612.951650, 10888749764.483608, 669
492.167313, 8078.713695, 137.929698, 789.979809, 7842271.016863, 2065078586.795592, 183
3476.490817, 981.273251, 532.097433, 1424.123781, 25486214.944137, 12098508265.955297, 446
4423.151217, 9207.051617, 2185.245142, 2347.649292, 69259013.784685, 54198624894.649483, 1204
3622.513148, 5136.407538, 9628.534199, 234.925842, 693539.896773, 54310148.149662, 153
4902.413494, 4219.681491, 528.143684, 780.751204, 7660113.227430, 1993547541.447294, 313
269.278929, 3749.416475, 295.766175, 943.574266, 11188246.852386, 3518980604.028266, 217
3759.055606, 603.114475, 8630.367395, 752.514431, 7116058.821841, 1784978984.385941, 260
3539.883705, 6065.308327, 9236.919492, 929.393110, 10854473.471379, 3362690954.076596, 395
2989.861622, 4811.389172, 8783.420038, 129.584521, 211016.356788, 9114817.851438, 170
444.879162, 3590.359379, 8623.096429, 1899.969548, 45363143.776708, 28729530591.627743, 681
1506.878413, 2785.382620, 2156.143302, 1874.597742, 44159692.746969, 27593886765.340153, 1075
3066.908691, 8015.428873, 2192.450735, 2316.075030, 67408569.818135, 52041101797.954140, 1494
8208.972476, 525.833474, 4736.339119, 358.358219, 1613781.021848, 192770564.448910, 182
9899.429473, 5343.698066, 2467.793382, 1592.409764, 31865411.262263, 16914264014.437237, 557
7770.377364, 1634.693589, 2170.854365, 1747.251397, 38363715.071138, 22343684917.941246, 883
7151.344456, 5618.124391, 4819.376817, 90.502883, 102928.273641, 3105101.823390, 195
9151.415560, 4929.842044, 657.050043, 1414.957881, 25159203.554174, 11866404449.396849, 443
7405.181196, 5333.369040, 7092.405786, 2314.187078, 67298718.179558, 51913941320.999207, 1883
2409.665308, 3774.982032, 7178.967723, 1309.647615, 21553548.275139, 9409184361.983015, 816
2397.730448, 923.664147, 6726.917967, 723.354002, 6575240.477361, 1585408837.478862, 341
8428.526182, 3901.662893, 384.126034, 1545.290740, 30007531.318066, 15456786753.827173, 531
5448.838679, 5079.667348, 4001.628753, 1287.087848, 20817388.347114, 8931269190.591524, 888
4390.576430, 2467.442624, 8949.992419, 2447.871803, 75298652.336105, 61440482618.136642, 1426
4815.688594, 3531.947120, 6007.127088, 1493.001752, 28011121.591813, 13940217870.585880, 1034
9278.641374, 2649.824627, 1629.526454, 619.069396, 4816022.803885, 993817443.522565, 251
6578.243001, 2303.201217, 1114.187979, 397.666591, 1987229.733995, 263418291.296053, 244
4546.292091, 686.404765, 6863.437240, 203.962267, 522768.637205, 35541692.117054, 156
4803.533532, 7568.122221, 6619.213568, 134.776511, 228264.451029, 10254895.414558, 205
259.257524, 7276.208123, 7661.575853, 2479.278527, 77243243.513046, 63835838323.918755, 1008
3475.747969, 8280.345891, 8062.017785, 2356.182496, 69763412.256503, 54791776936.711388, 1413
8370.343425, 6852.080655, 720.493295, 1995.088079, 50018885.547848, 33264027420.757175, 853
3424.626153, 2493.251955, 7633.608444, 587.065466, 4330947.619783, 847516593.730775, 357
1168.070950, 4569.197518, 5630.152563, 2221.761380, 62030415.569925, 45938927234.449997, 1424
3043.801168, 9784.655206, 2536.413580, 533.966780, 3582930.148108, 637721891.124742, 188
4078.716939, 1019.001574, 4232.022462, 1679.448468, 35444040.908464, 19842146735.183937, 926
6163.653873, 9819.987042, 813.376934, 2096.146450, 55214495.442205, 38579222870.470200, 630
7036.081595, 1532.841668, 3664.813280, 1764.410524, 39120927.519114, 23008458738.540703, 1061
9991.193634, 3470.378444, 5184.985847, 1992.819754, 49905211.789562, 33150697290.783226, 813
7812.303932, 4669.717761, 3073.577059, 1945.656949, 47571013.358761, 30852290899.163990, 1385
4305.529620, 9106.399142, 9239.456879, 2152.000000, 58196169.216936, 41746052051.362503, 837
492.796585, 1605.251693, 7327.747701, 579.638694, 4222061.967101, 815756828.769851, 227
9842.246300, 1188.069367, 1163.145400, 1315.396257, 21743180.311198, 9533632664.449015, 284
8754.924830, 3889.620714, 7654.610723, 260.343493, 851732.697384, 73914355.257906, 214
7621.583115, 76.685165, 714.974538, 2377.748045, 71046310.646674, 56310075407.039833, 653
863.474984, 9533.439511, 9554.124285, 688.914068, 5964032.081838, 1369568534.687185, 116
8812.139185, 4721.852208, 9504.466668, 2169.966535, 59171957.471343, 42800389169.756035, 878
6801.814225, 6585.313986, 9517.165764, 2167.299513, 59026594.943710, 42642770160.955002, 1103
1068.323405, 4020.870438, 4796.941981, 1014.292587, 12928149.529708, 4370975409.047690, 490
4447.361192, 1919.023861, 2736.913224, 317.203605, 1264404.672313, 133691239.951594, 231
5054.471753, 4655.512964, 2219.004778, 231.210883, 671778.977694, 51774203.569327, 211
9448.422961, 2217.525560, 281.264789, 1413.905168, 25121781.149325, 11839938733.603214, 312
6003.184355, 5663.925770, 8910.565061, 2231.577280, 62579735.924913, 46550505618.225739, 1419
2186.379582, 930.335103, 6980.287871, 563.581395, 3991380.754930, 749822644.216955, 290
9806.318377, 3662.985489, 4074.785281, 1795.109378, 40494094.814033, 24230443113.807636, 753
